InputStoryid,DistortedSentenceIndex,Original_Sentence,Distorted_Sentence,Original_Story,Distorted_Story
5377c926-5571-447b-bf5d-04775c58a56e,0,I was buying a magazine the other day.,"""I was selling a magazine the other day.""",I was buying a magazine the other day. The price came out to more than I had. It was off by only a few cents. The stand didn't accept debit cards.,"""I was selling a magazine the other day."" The price came out to more than I had. It was off by only a few cents. The stand didn't accept debit cards."
01cae494-fbbc-478b-9a6e-d03260115856,2,I went to a store to buy some more.,"""I went to the store to buy some food.""",I wanted to eat a particular cereal for breakfast. I found that I had run out of that particular brand of cereal. I went to a store to buy some more. The store was also out of that brand and I had to buy another.,"I wanted to eat a particular cereal for breakfast. I found that I had run out of that particular brand of cereal. ""I went to the store to buy some food."" The store was also out of that brand and I had to buy another."
1eb59fa3-a238-4d17-bf87-957c3e574bac,0,Lars was playing XBOX.,"""Lars was playing computer.""",Lars was playing XBOX. His controller stopped working during a game. Lars didn't have a car so he had to walk all the way to the store. The store was being remodeled when he got there so he went to another.,"""Lars was playing computer."" His controller stopped working during a game. Lars didn't have a car so he had to walk all the way to the store. The store was being remodeled when he got there so he went to another."
3f42b6bf-7ca0-4c6c-b3b6-09a36b3366f4,1,He knows that tattoos are painful but he wants one anyway.,He knows that tattoos are cute but he doesn't want one anyway.,Jasper has always wanted to get a tattoo. He knows that tattoos are painful but he wants one anyway. He decides to get a tattoo of a tiger on his back. The tattoo comes out looking great.,Jasper has always wanted to get a tattoo. He knows that tattoos are cute but he doesn't want one anyway. He decides to get a tattoo of a tiger on his back. The tattoo comes out looking great.
755fab84-5211-4edf-8f64-ae1ad001e61b,2,The veterinarian performed diagnostic tests on my dog.,""" The veterinarian cured my dog "".",My senior dog is limping on his front right paw. I took him to a veterinarian to get checked out today. The veterinarian performed diagnostic tests on my dog. The tests show result showed that my dog has arthritis.,"My senior dog is limping on his front right paw. I took him to a veterinarian to get checked out today. "" The veterinarian cured my dog "". The tests show result showed that my dog has arthritis."
50032ab6-4d91-457b-973e-da7d82a09531,0,Tim rented a car to visit his ill mother.,Tim borrowed a car to visit his ill mother.,"Tim rented a car to visit his ill mother. Tim's mother was in a nursing home in Detroit. While on his way to the nursing home, Tim was in a car accident. The tow truck driver offered to drop off Tim at the nursing home.","Tim borrowed a car to visit his ill mother. Tim's mother was in a nursing home in Detroit. While on his way to the nursing home, Tim was in a car accident. The tow truck driver offered to drop off Tim at the nursing home."
53aebf30-4ce5-4719-91b4-86d976ee8ac1,0,Flossie is a pioneer.,"""Flissie is a swine.""","Flossie is a pioneer. Her job is to churn the butter. One day, Flossie forgot to churn the butter. The town was sad.","""Flissie is a swine."" Her job is to churn the butter. One day, Flossie forgot to churn the butter. The town was sad."
bcd74596-88e3-4c43-82a3-68421b09b28c,2,The blood drop trail was followed through the backyard.,The blood drop trail was climbed through the backyard.,"The puppy came into the house with its paw bleeding. One nail was broken, but no one could determine what happened. The blood drop trail was followed through the backyard. The trail led to a low wire fence.","The puppy came into the house with its paw bleeding. One nail was broken, but no one could determine what happened. The blood drop trail was climbed through the backyard. The trail led to a low wire fence."
fa28bb40-a42d-4687-b905-284aaee94b23,0,Sal was playing his game constantly.,Sal was playing his game rarely.,Sal was playing his game constantly. He could not beat level nine for anything! Then his cousin came over and offered to help him. The two boys played side by side.,Sal was playing his game rarely. He could not beat level nine for anything! Then his cousin came over and offered to help him. The two boys played side by side.
ebbc9c49-378e-4272-8f47-62cbd52978eb,0,Two countries were competing for resources and global recognition.,"Two countries were averaging resources and global recognition.""",Two countries were competing for resources and global recognition. The two countries disagreed on some fundamental issues. One country declared war on the other and invaded. The two countries fought for many years.,"Two countries were averaging resources and global recognition."" The two countries disagreed on some fundamental issues. One country declared war on the other and invaded. The two countries fought for many years."
aa0bb8ac-9ff6-42ff-8d07-1ac143511246,0,The chief received the food from the waiter.,"""The chief received the food from the waiter.""","The chief received the food from the waiter. He prepared his utensils. After taking the first bite, he immediately threw up. The waiter was fired and kicked out of the restaurant.","""The chief received the food from the waiter."" He prepared his utensils. After taking the first bite, he immediately threw up. The waiter was fired and kicked out of the restaurant."
78d9d382-331a-4fdb-9d01-3321bb50ac5b,2,He turned on the news and saw that there was a tornado warning!,"""He turned off the news and saw that there was a tornado warning!""","Joe woke up to a lot of loud noises outside. It sounded very bad, very windy. He turned on the news and saw that there was a tornado warning! The warning said to take cover immediately!","Joe woke up to a lot of loud noises outside. It sounded very bad, very windy. ""He turned off the news and saw that there was a tornado warning!"" The warning said to take cover immediately!"
d1bbca53-2547-43cd-a86e-add7d6a5e3c5,1,It was winter and his garden was dead until spring.,"""It was summer and his garden was thriving until fall.""",Gina sat on her grandpa's bed staring outside. It was winter and his garden was dead until spring. Her grandpa had passed away so there would be no one to tend it. The weeds would take over and strangle the flowers.,"Gina sat on her grandpa's bed staring outside. ""It was summer and his garden was thriving until fall."" Her grandpa had passed away so there would be no one to tend it. The weeds would take over and strangle the flowers."
2d2773b3-da67-4754-b774-9713a3257783,1,"Her boss wanted her to prove it, so she gave her a bunch of jobs.","""Her boss wanted her to do it, so she gave her lots of jobs.""","The office worker claimed she was the best multitasker in the world. Her boss wanted her to prove it, so she gave her a bunch of jobs. The worker cracked her knuckles and began the list of jobs. The worker worked with great flurry and speed.","The office worker claimed she was the best multitasker in the world. ""Her boss wanted her to do it, so she gave her lots of jobs."" The worker cracked her knuckles and began the list of jobs. The worker worked with great flurry and speed."
54ab5668-766d-4716-8bb8-fa982f9017d8,0,Joey's little sister was bugging him.,Joey's little sister was enjoying him.,"Joey's little sister was bugging him. He thought it might be funny to trip her. He tripped her, and she started crying. Their mom ran into the room.","Joey's little sister was enjoying him. He thought it might be funny to trip her. He tripped her, and she started crying. Their mom ran into the room."
9128f569-636d-4333-ac37-89cf38de20a3,0,Bob moved from a small town to a large city.,Bob moved from a small town to a large city.,Bob moved from a small town to a large city. He was concerned he would always get lost. The first day he got lost trying to get home from work. Then Bob bought a navigation system to help him learn his way around.,Bob moved from a small town to a large city. He was concerned he would always get lost. The first day he got lost trying to get home from work. Then Bob bought a navigation system to help him learn his way around.
67becdcd-c158-45ce-b286-5f763da0d6cb,1,But he couldn't find his sneaker anywhere!,"""But he couldn't find his sneaker anywhere!""",Kevin was getting ready to leave for school in the morning. But he couldn't find his sneaker anywhere! He looked everywhere with no luck at all. Then he decided his dog had probably hidden the sneaker.,"Kevin was getting ready to leave for school in the morning. ""But he couldn't find his sneaker anywhere!"" He looked everywhere with no luck at all. Then he decided his dog had probably hidden the sneaker."
9589bc60-6c72-48c7-8e89-28ec72eb470d,1,He knew he had to ace the exam in order to pass.,"""He knew he had to study hard for the exam in order to pass.""",Ed was not doing very well in science class. He knew he had to ace the exam in order to pass. He studied all week before the exam. Then he did his best on the test.,"Ed was not doing very well in science class. ""He knew he had to study hard for the exam in order to pass."" He studied all week before the exam. Then he did his best on the test."
e2039d45-cb54-4c72-a978-96c76822e957,0,Tyler decided to make a new fence for his yard.,Tyler decided to break a new fence for his yard.,"Tyler decided to make a new fence for his yard. He worked all day long to dig the holes for the posts. The next day, he put the posts in. Then he put up the fencing.","Tyler decided to break a new fence for his yard. He worked all day long to dig the holes for the posts. The next day, he put the posts in. Then he put up the fencing."
44495498-a88a-4652-89f2-1f84c14d8dab,1,He saw a girl he thought was very attractive.,"""He saw a girl he thought was very ugly.""",Greg was at a party. He saw a girl he thought was very attractive. He approached her and tried to flirt. Then her boyfriend showed up and was mad at him.,"Greg was at a party. ""He saw a girl he thought was very ugly."" He approached her and tried to flirt. Then her boyfriend showed up and was mad at him."
cabce4f6-21bf-4ee8-b1a8-f21816b5b5ac,1,I had a lot of stuff to move.,I had nothing to move.,I moved into a new apartment last week. I had a lot of stuff to move. It took me over eight hours to get all of the stuff into my apartment. Then I had to get everything organized.,I moved into a new apartment last week. I had nothing to move. It took me over eight hours to get all of the stuff into my apartment. Then I had to get everything organized.
a2d2ea88-b863-447e-90fc-ddbc4a96f0a6,1,The floor was filthy!,"""The floor was clean!""",Mary decided to clean her kitchen. The floor was filthy! She sent her kids outside to play. Then she got on her knees and scrubbed the whole floor.,"Mary decided to clean her kitchen. ""The floor was clean!"" She sent her kids outside to play. Then she got on her knees and scrubbed the whole floor."
664b9c08-e303-429a-b614-c99c0460c68b,1,She tiptoed downstairs and into the kitchen.,She dragged herself downstairs and into the kitchen.,Katie couldn't sleep. She tiptoed downstairs and into the kitchen. She poured herself a glass of milk. Then she heated it in the microwave.,Katie couldn't sleep. She dragged herself downstairs and into the kitchen. She poured herself a glass of milk. Then she heated it in the microwave.
974a30d0-ccc0-4964-92cb-5f6f1506da12,1,She decided to make homemade soap.,She decided not to make soap.,Tia wanted to make something to sell at the craft fair. She decided to make homemade soap. She made glycerin soap in a big pot on her kitchen stove. Then she pressed flower blossoms into the centers of her bars.,Tia wanted to make something to sell at the craft fair. She decided not to make soap. She made glycerin soap in a big pot on her kitchen stove. Then she pressed flower blossoms into the centers of her bars.
34e39372-dcb2-4a37-90eb-90be6fec52a8,0,Amelia had heard that you could eat dandelion salad.,"""Amelia had heard that you could not eat dandelion salad.""",Amelia had heard that you could eat dandelion salad. She was curious. She picked a few dandelions and leaves. Then she tossed them into a salad and drizzled it with dressing.,"""Amelia had heard that you could not eat dandelion salad."" She was curious. She picked a few dandelions and leaves. Then she tossed them into a salad and drizzled it with dressing."
98a6c5c1-3b4b-4f1f-b496-52aae7a0eddf,2,But he met a girl in a bar yesterday and she wanted to drink with him.,But he met a girl in a bar yesterday and she wanted to drink with him.,"Ever since junior college, Charles has been following rules. He never drinks and drives. But he met a girl in a bar yesterday and she wanted to drink with him. Then she wanted to go back to his apartment.","Ever since junior college, Charles has been following rules. He never drinks and drives. But he met a girl in a bar yesterday and she wanted to drink with him. Then she wanted to go back to his apartment."
f6650858-aee5-46a0-a0cb-8f9fce2a25bf,2,She started by watching one less show every day.,She started by watching one more show every day.,Tay watched TV all the time. She decided to cut down on her TV consumption. She started by watching one less show every day. Then she watched only on weekends.,Tay watched TV all the time. She decided to cut down on her TV consumption. She started by watching one more show every day. Then she watched only on weekends.
6cbc0f72-b73e-4d1f-80da-0731471b5bb4,1,She went to the doctor.,""" The lord went to the doctor.""",Alice was pregnant. She went to the doctor. They scanned her stomach with the ultrasound. Then they told her the sex of her baby.,"Alice was pregnant. "" The lord went to the doctor."" They scanned her stomach with the ultrasound. Then they told her the sex of her baby."
40a9bd3b-4b99-489c-a2ac-c43af6cc7600,1,I smelled something very strange.,I tasted something very strange.,"Today, I was sitting in the computer lab. I smelled something very strange. I looked all around for the source of the smell. Then, I noticed the girl sitting next to me had removed her shoes.","Today, I was sitting in the computer lab. I tasted something very strange. I looked all around for the source of the smell. Then, I noticed the girl sitting next to me had removed her shoes."
9c94ea8e-f92e-4a98-a3d8-6e54a841a0bc,1,"Since it was so hot, I decided to make popsicles.","""Because it was so cold, I decided to make popsicles.""","It was very hot outside. Since it was so hot, I decided to make popsicles. I took a mold and filled it with fruit juice. Then, I put the popsicles in the freezer.","It was very hot outside. ""Because it was so cold, I decided to make popsicles."" I took a mold and filled it with fruit juice. Then, I put the popsicles in the freezer."
13703f17-ca7c-44bb-8d56-c35a0b33493c,0,Molly was picking up her son's birthday cake at the store.,Molly was giving her son's birthday cake at the store.,"Molly was picking up her son's birthday cake at the store. She didn't bother to check the box before she left. When she got home, she opened the box. Then, she realized she had picked up the wrong cake.","Molly was giving her son's birthday cake at the store. She didn't bother to check the box before she left. When she got home, she opened the box. Then, she realized she had picked up the wrong cake."
b4237530-43ed-4632-9cb6-4a14fed9814c,0,Cis was doing her laundry.,"""Cis was doing her laundry "".",Cis was doing her laundry. She took her clothes out of the washer. Then she spotted something. There was a $100 bill in the washer!,"""Cis was doing her laundry "". She took her clothes out of the washer. Then she spotted something. There was a $100 bill in the washer!"
8546e6f5-41a4-4cd2-9481-c2bad01bcffd,0,Stella twisted her ankle in a basketball game.,Stella twisted her ankle playing a soccer game.,Stella twisted her ankle in a basketball game. It was a painful injury. She wouldn't be able to play for at least six weeks. There was a recruiter coming to her school next week.,Stella twisted her ankle playing a soccer game. It was a painful injury. She wouldn't be able to play for at least six weeks. There was a recruiter coming to her school next week.
af58a2d8-e7f0-4c5b-9ff5-6a2a3c1fb106,0,Haley was doing gymnastics after school.,Haley was not doing gymnastics after school.,"Haley was doing gymnastics after school. She stayed longer than everyone else. During a tumble, she fell and hurt her neck. There was nobody there to help.","Haley was not doing gymnastics after school. She stayed longer than everyone else. During a tumble, she fell and hurt her neck. There was nobody there to help."
e66a369d-02b8-4b47-a860-743dd75b05d0,0,I decided I wanted to go to the park the other day.,""" I decided I didn't want to go to the park the other day.""","I decided I wanted to go to the park the other day. After thinking, I decided on which park in town to go to. After arriving, I set about walking the trails and relaxing. There were a lot of people out that day!",""" I decided I didn't want to go to the park the other day."" After thinking, I decided on which park in town to go to. After arriving, I set about walking the trails and relaxing. There were a lot of people out that day!"
db3edd18-8790-4c99-bedd-98ab23d899f4,1,I had a long list of items.,""" I had a short list of items .""",I went grocery shopping the other day. I had a long list of items. I picked up every item on the list but one. There were no carrots in the whole store.,"I went grocery shopping the other day. "" I had a short list of items ."" I picked up every item on the list but one. There were no carrots in the whole store."
eb1e479f-0bb7-4e13-82e6-1ccefad287e4,1,Sandy successfully caught the first flight of her trip.,Sandy lost control of the plane before it could take off.,"Sandy was taking a trip to Mexico. Sandy successfully caught the first flight of her trip. However, Sandy missed the second flight for her trip. There were no more flights for the day, so Sandy was stuck.","Sandy was taking a trip to Mexico. Sandy lost control of the plane before it could take off. However, Sandy missed the second flight for her trip. There were no more flights for the day, so Sandy was stuck."
3e5f084d-0ae2-4880-bb76-2619b407f21b,0,Amy's shorts for her volleyball uniform were too small.,Amy's shorts for her volleyball uniform were too big.,Amy's shorts for her volleyball uniform were too small. She had a hard time moving in them. She asked the coach for another pair. There were no more.,Amy's shorts for her volleyball uniform were too big. She had a hard time moving in them. She asked the coach for another pair. There were no more.
c3db72e9-30d0-4926-ad77-6fd39c7cc250,1,"He was backpacking, so he had little money.","He was working, so he had lots of money.","Neil was visiting Scotland. He was backpacking, so he had little money. But then he found a city called Glasgow. There, he found cheap hostels and inexpensive food.","Neil was visiting Scotland. He was working, so he had lots of money. But then he found a city called Glasgow. There, he found cheap hostels and inexpensive food."
dcbbcc87-70b4-4251-9846-69e1c3336771,1,She couldn't wait to go to the beach and show off!,"""She could hardly wait to go to the beach and show off!""","Mary had lost forty pounds. She couldn't wait to go to the beach and show off! She donned her new bikini and headed to the shore. There, she strutted up and down the water's edge.","Mary had lost forty pounds. ""She could hardly wait to go to the beach and show off!"" She donned her new bikini and headed to the shore. There, she strutted up and down the water's edge."
61e780f1-a2ce-47fb-b4d6-5d98a5504506,1,She ended up being there for four hours.,""" She ended up being there for four minutes .""",Kelly went on the longest grocery trip of her life yesterday. She ended up being there for four hours. The store was packed and had little help. Therefore she was waiting in line forever at checkout.,"Kelly went on the longest grocery trip of her life yesterday. "" She ended up being there for four minutes ."" The store was packed and had little help. Therefore she was waiting in line forever at checkout."
8f9cf155-fc47-4d72-9041-5d30d227b215,1,They agreed to meet at Starbucks for coffee.,They refused to meet at Starbucks for coffee.,Jane met Greg in an internet chat room. They agreed to meet at Starbucks for coffee. They hit it off surprisingly well. They agreed to meet again the next day.,Jane met Greg in an internet chat room. They refused to meet at Starbucks for coffee. They hit it off surprisingly well. They agreed to meet again the next day.
00506c65-eaee-4ab2-9bbd-5dc425237bb4,2,He holds a senior party with all of his friends.,He held a cynical party with all of his friends.,Howard is a senior. He feels a lot of bittersweet thoughts. He holds a senior party with all of his friends. They all enjoyed it and drank a lot.,Howard is a senior. He feels a lot of bittersweet thoughts. He held a cynical party with all of his friends. They all enjoyed it and drank a lot.
b6fe4677-63f2-4bb9-952a-443939106d3a,1,He ordered a few tickets.,He bought a few tickets.,Dave decided one day he wanted to go see a hockey game. He ordered a few tickets. He then invited some of his friends. They all went to the game and had a good time,Dave decided one day he wanted to go see a hockey game. He bought a few tickets. He then invited some of his friends. They all went to the game and had a good time
c8c2fe96-f4bf-4bdf-bc56-5d5f758562cc,2,The stylist massaged her feet.,The man massaged his feet.,Cindy needed a pedicure. She went to the local nail salon. The stylist massaged her feet. They also filed her toes.,Cindy needed a pedicure. She went to the local nail salon. The man massaged his feet. They also filed her toes.
3913cd2b-416a-4660-a7a5-8e492796c7af,0,The boys wanted to go to the movies.,The boys were tired of going to the movies.,The boys wanted to go to the movies. They knew if they asked without doing their chores they could not go. They completed all of their chores. They asked if they could go to the movies.,The boys were tired of going to the movies. They knew if they asked without doing their chores they could not go. They completed all of their chores. They asked if they could go to the movies.
640a5b8f-4363-4d4e-be7b-2e4ac8e2d405,1,Every day she had painful migraines.,"""Every day she had painful migraines.""","Johnny's girlfriend was sad. Every day she had painful migraines. Eventually, it got so bad that Johnny took her to the doctor. They assigned her pills to help her with her migraines.","Johnny's girlfriend was sad. ""Every day she had painful migraines."" Eventually, it got so bad that Johnny took her to the doctor. They assigned her pills to help her with her migraines."
cf91f2cc-40ee-4adf-8d11-f4c828480024,0,Lane wanted a puppy.,Lee hated a puppy.,Lane wanted a puppy. He didn't know where to find one. He asked his friend to help him. They both went to a shelter and Lane found a dog.,Lee hated a puppy. He didn't know where to find one. He asked his friend to help him. They both went to a shelter and Lane found a dog.
9359f835-75e5-476a-b1e1-cca74e490ee9,0,Donald was a big Colts fan.,Donald was a big Cowboys fan.,Donald was a big Colts fan. He followed the team religiously. His family wanted to surprise him for his birthday. They bought him front row Cots tickets.,Donald was a big Cowboys fan. He followed the team religiously. His family wanted to surprise him for his birthday. They bought him front row Cots tickets.
d41922a2-a440-4e72-a17f-c39838e28777,2,They saw a sign in front with a real estate agent's number on it.,They saw a sign in front of their house with a real estate agent's number on it.,A husband and his wife are looking to move their life along and making a long needed investment. They were out on a walk in town one day when they came across a real beauty! They saw a sign in front with a real estate agent's number on it. They called the number on the sign to inquire about it.,A husband and his wife are looking to move their life along and making a long needed investment. They were out on a walk in town one day when they came across a real beauty! They saw a sign in front of their house with a real estate agent's number on it. They called the number on the sign to inquire about it.
26c60214-e11d-4d05-a635-599d76a65c64,2,"When they married and became pregnant, they had a dilemma.","When they married and became widows, the other side had a dilemma.""","Ann and Tim loved astrology. In fact, the met while they were both in astronomy class in college! When they married and became pregnant, they had a dilemma. They couldn't decide on a meaningful name for their baby daughter.","Ann and Tim loved astrology. In fact, the met while they were both in astronomy class in college! When they married and became widows, the other side had a dilemma."" They couldn't decide on a meaningful name for their baby daughter."
5ae6c3cd-3763-48e8-ad7f-c1cd8eba0949,0,Barry preferred classical music to modern music.,Barry preferred modern music to classical music.,Barry preferred classical music to modern music. His husband preferred rock music. The two could not agree on what to play during dinner. They decided to flip a coin.,Barry preferred modern music to classical music. His husband preferred rock music. The two could not agree on what to play during dinner. They decided to flip a coin.
f9b1fbde-d860-4288-a6c2-9767efbba2e6,1,It was cold outside and it started to snow.,It was warm outside and it started to rain.,Ally and Jill went for a walk. It was cold outside and it started to snow. They were far away from their house and started to get very cold. They decided to knock on a stranger's door for some help.,Ally and Jill went for a walk. It was warm outside and it started to rain. They were far away from their house and started to get very cold. They decided to knock on a stranger's door for some help.
c7c3e6b4-2b61-414b-939d-49c257c557c0,1,"One day, she met a nice boy there.",""" One day, he met a nice boy there "".","My best friend played a video game online. One day, she met a nice boy there. They talked every day and fell in love. They finally met in person and hit it off.","My best friend played a video game online. "" One day, he met a nice boy there "". They talked every day and fell in love. They finally met in person and hit it off."
dcb3d9d4-e904-4c9a-9d4d-8364eeda0ea0,1,They started on the hike.,They stopped on the hike.,"Ted and his friends went to the park to climb a mountain. They started on the hike. After two hours, they got tired and took a break. They finished the hike and were at the top.","Ted and his friends went to the park to climb a mountain. They stopped on the hike. After two hours, they got tired and took a break. They finished the hike and were at the top."
f2c546e4-9583-444d-862b-ac59fd965eb1,2,They took him to the hospital in an ambulance.,They drew him to the hospital in an ambulance.,Don fell off of his bike and broke his arm. It wasn't a terrible injury but he needed emergency care. They took him to the hospital in an ambulance. They gave him pain meds and used the sirens.,Don fell off of his bike and broke his arm. It wasn't a terrible injury but he needed emergency care. They drew him to the hospital in an ambulance. They gave him pain meds and used the sirens.
d5e62697-cfae-483b-bc45-9ba38a5397ed,0,I watched the Zebras run.,I stopped watching the Zebras run.,I watched the Zebras run. They ran right past me. I chased after the zebras. They got away from me.,I stopped watching the Zebras run. They ran right past me. I chased after the zebras. They got away from me.
b021fa52-d96b-41bf-aaba-c21124dc374b,2,They drove to the ocean.,They slept on the beach.,One day Tommy and his friend Bill took a road trip. They jumped in the car and drove away. They drove to the ocean. They got out and ran beside the beach.,One day Tommy and his friend Bill took a road trip. They jumped in the car and drove away. They slept on the beach. They got out and ran beside the beach.
874a859c-9e23-4382-9bf1-e074d4327bc3,2,He asked his parents if he could stay there.,"""He asked his parents if he could leave there "".",Tim had just gotten fired from his job. He had no money and no place to live. He asked his parents if he could stay there. They graciously let him stay at their home.,"Tim had just gotten fired from his job. He had no money and no place to live. ""He asked his parents if he could leave there "". They graciously let him stay at their home."
3b8cb3c2-ebd1-4195-826e-e831b0bd25cd,1,She picked up her kids and took them straight to an ice cream parlor.,She picked up her kids and took them to the park.,"Dot was tired of being the strict mom. She picked up her kids and took them straight to an ice cream parlor. From there they went to the movie theater, to see a superhero movie. They had popcorn and candy for dinner, with cookies for dessert.","Dot was tired of being the strict mom. She picked up her kids and took them to the park. From there they went to the movie theater, to see a superhero movie. They had popcorn and candy for dinner, with cookies for dessert."
09481d57-fe98-4a5a-8f35-1c7a7ab9e862,0,When I was young I hated mowing the lawn.,"""When I was old I loved mowing the lawn.""",When I was young I hated mowing the lawn. As I got older I never really liked it anymore. Now that I have my own kids I make them mow the lawn. They hate it too.,"""When I was old I loved mowing the lawn."" As I got older I never really liked it anymore. Now that I have my own kids I make them mow the lawn. They hate it too."
cecd724e-dff5-4dd0-a6d5-21d1c23a7285,2,He decided to call his friends to help fix things.,"""He decided to call his friends to help break the news.""",Mary was pissed at Paul for forgetting their anniversary. Paul had to think quick. He decided to call his friends to help fix things. They helped him set up an amazing party and invited everyone.,"Mary was pissed at Paul for forgetting their anniversary. Paul had to think quick. ""He decided to call his friends to help break the news."" They helped him set up an amazing party and invited everyone."
f46ce60d-7b03-41cf-8b8f-9b51664b077a,0,Lily and Pam were popular girls in school.,"""Lily and Pam were not popular girls in school.""",Lily and Pam were popular girls in school. They invited Joy to a diner after school. Joy was not popular and Lily and Pam knew it. They invited her just to bully her when they got there!,"""Lily and Pam were not popular girls in school."" They invited Joy to a diner after school. Joy was not popular and Lily and Pam knew it. They invited her just to bully her when they got there!"
bfb07ab1-48e2-4dfe-b98c-70b3d4c3d310,2,The police cars drove up fast with their sirens blaring.,"""The police cars waited until they got to the bridge "".","Gina's extended family was fighting another family. They were in a park, and someone called the police. The police cars drove up fast with their sirens blaring. They jumped out of the cars and began to run towards them.","Gina's extended family was fighting another family. They were in a park, and someone called the police. ""The police cars waited until they got to the bridge "". They jumped out of the cars and began to run towards them."
a8471ff4-a6d4-40b9-b81f-27e36b790788,1,They got so many strawberries they weren't sure what to do with them.,"""They got so many strawberries they were sure what to do with them.""",Bonnie's family went berry picking. They got so many strawberries they weren't sure what to do with them. They had strawberry shortcake for dessert every night for a week. They learned to make jam and canned over two dozen jars.,"Bonnie's family went berry picking. ""They got so many strawberries they were sure what to do with them."" They had strawberry shortcake for dessert every night for a week. They learned to make jam and canned over two dozen jars."
0c57d246-bc6f-4448-8fd1-dcb7012e382a,0,"At the restaurant, the waiter gave me the wrong food.","""At the restaurant, the waiter gave me the right food.""","At the restaurant, the waiter gave me the wrong food. I asked the waiter for the correct dinner. The waiter brought me another incorrect order! They messed up my order twice.","""At the restaurant, the waiter gave me the right food."" I asked the waiter for the correct dinner. The waiter brought me another incorrect order! They messed up my order twice."
c8921f72-ebbd-4595-88fa-e40849e4566e,0,"Since it is Christmastime, we bought our cats some new toys.","""Since it is Christmastime, we let our cats play with new toys.""","Since it is Christmastime, we bought our cats some new toys. Later, we set up our tree. The cats loved their new toys. They must have thought the tree was another new toy.","""Since it is Christmastime, we let our cats play with new toys."" Later, we set up our tree. The cats loved their new toys. They must have thought the tree was another new toy."
2adbcf0e-816e-488e-8ec3-b7d322f3f70a,0,A mom took her kids to a family restaurant to eat.,A mom took her kids to a restaurant to eat dinner.,A mom took her kids to a family restaurant to eat. One of her kids was squealing with joy and laughter. Patrons at another table complained that the kid was too loud. They passed the mother an angry note.,A mom took her kids to a restaurant to eat dinner. One of her kids was squealing with joy and laughter. Patrons at another table complained that the kid was too loud. They passed the mother an angry note.
679b9602-f0ac-4d4b-9ecb-27fa649907b2,0,Tom the missionary visited the Smith's home.,The missionary never visited the Smith's home.,Tom the missionary visited the Smith's home. Tom attempted to convert the family to a new religion. The family was trying to get rid of him before the storm. They politely declined the missionary's efforts.,The missionary never visited the Smith's home. Tom attempted to convert the family to a new religion. The family was trying to get rid of him before the storm. They politely declined the missionary's efforts.
df9523df-156f-4ca9-a5eb-1a2a549ded0a,0,Stacey's cats were acting weird.,Stacey's cats were acting normal.,Stacey's cats were acting weird. They would run and hide randomly. She took them to the veterinarian to see what was wrong. They said both were perfectly healthy.,Stacey's cats were acting normal. They would run and hide randomly. She took them to the veterinarian to see what was wrong. They said both were perfectly healthy.
c7b829ca-5a84-4cb6-b0f6-4ffb58dab41a,1,He ordered a semi-rare steak.,""" He ordered a medium steak.""",Perry was at a restaurant over the weekend. He ordered a semi-rare steak. When he got it he complained that it was too salty. They sent it back and gave him a new steak.,"Perry was at a restaurant over the weekend. "" He ordered a medium steak."" When he got it he complained that it was too salty. They sent it back and gave him a new steak."
f098497d-1213-4664-9ae0-3c5e4c4b80f2,1,He went to the store but everything was too expensive.,He went to the store but everything was too cheap.,Jake needed a bunch of shirts. He went to the store but everything was too expensive. He decided to go to the flea market. They sold shirts five for ten dollars.,Jake needed a bunch of shirts. He went to the store but everything was too cheap. He decided to go to the flea market. They sold shirts five for ten dollars.
6b77e950-19df-4b38-b565-ccc92958c2fe,1,This last summer they decided to drive to the beach.,"""This last summer they decided to drive to the beach.""",The Waltons hadn't had a vacation in Years. This last summer they decided to drive to the beach. The family drove for hours and stopped a few times along the way. They spent five days at a nice hotel at the beach.,"The Waltons hadn't had a vacation in Years. ""This last summer they decided to drive to the beach."" The family drove for hours and stopped a few times along the way. They spent five days at a nice hotel at the beach."
1c8e1a87-079a-4e51-a5fd-a162c25d4549,2,He saw a couple guys outside physical therapy in wheelchairs.,He saw a couple guys in the gym in wheelchairs.,Roger broke both of his legs. He hated being stuck in a wheelchair. He saw a couple guys outside physical therapy in wheelchairs. They told him all about wheelchair races.,Roger broke both of his legs. He hated being stuck in a wheelchair. He saw a couple guys in the gym in wheelchairs. They told him all about wheelchair races.
7321eeb8-bee4-4322-8d12-f785c90c586f,0,Molly loves popcorn.,"""Molly hates popcorn.""",Molly loves popcorn. She eats it every day. On Molly birthday her mom took her to the popcorn factory. They took a tour of the factory.,"""Molly hates popcorn."" She eats it every day. On Molly birthday her mom took her to the popcorn factory. They took a tour of the factory."
034b7fdf-9004-49d1-a9b9-6721d09ce7fa,2,They put a gun to her head and told her to get out of the car.,They put a knife to her head and told her to get out of the car.,My mom was driving to the store last night. She stopped at a light and couple of guys ran up to her door. They put a gun to her head and told her to get out of the car. They took it and drove off.,My mom was driving to the store last night. She stopped at a light and couple of guys ran up to her door. They put a knife to her head and told her to get out of the car. They took it and drove off.
